438.213,-66.859,0,0,0,0,1,0,3
438.216,-66.869,0,0,0,0,1,0,3
438.216,-66.869,0,0,0,0,1,0,3
438.225,-66.880,0,0,0,0,1,0,3
440.474,-66.765,0,0,0,0,1,0,3
441.041,-66.750,0,0,0,0,1,0,3
441.042,-66.761,0,0,0,0,1,0,3
440.168,-67.048,0,0,0,0,1,0,3
444.234,-67.441,0,0,0,0,1,0,3
448.912,-67.636,0,0,0,0,1,0,3
453.483,-67.492,0,0,0,0,1,0,3
458.295,-67.134,0,0,0,0,1,0,3
462.987,-67.065,0,0,0,0,1,0,3
467.638,-67.189,0,0,0,0,1,0,3
472.292,-67.733,0,0,0,0,1,0,3
476.969,-67.608,0,0,0,0,1,0,3
481.566,-67.424,0,0,0,0,1,0,3
486.161,-67.632,0,0,0,0,1,0,3
491.288,-67.349,0,0,0,0,1,0,3
495.568,-68.501,0,0,0,0,1,0,3
499.981,-68.931,0,0,0,0,1,0,3
501.204,-70.134,0,0,0,0,1,0,3
502.416,-74.677,0,0,0,0,1,0,3
503.748,-78.837,0,0,0,0,1,0,3
504.787,-83.203,0,0,0,0,1,0,3
505.040,-87.749,0,0,0,0,1,0,3
505.059,-88.695,0,0,0,0,1,0,3
504.991,-88.795,0,0,0,0,1,0,3
508.278,-88.628,0,0,0,0,1,0,3
512.591,-88.584,0,0,0,0,1,0,3
517.140,-88.595,0,0,0,0,1,0,3
521.278,-88.654,0,0,0,0,1,0,3
521.284,-88.640,0,0,0,0,1,0,3
520.638,-88.698,0,0,0,0,1,0,3
520.640,-88.721,0,0,0,0,1,0,3
520.650,-88.720,0,0,0,0,1,0,3
520.648,-88.709,0,0,0,0,1,0,3
521.154,-88.831,0,0,0,0,1,0,3
523.175,-90.848,0,0,0,0,1,0,3
523.446,-92.537,0,0,0,0,1,0,3
524.958,-92.637,0,0,0,0,1,0,3
529.399,-92.220,0,0,0,0,1,0,3
529.574,-92.202,0,0,0,0,1,0,3
529.550,-92.226,0,0,0,0,1,0,3
529.582,-92.069,0,0,0,0,1,0,3
528.996,-91.476,0,0,0,0,1,0,3
529.238,-86.280,0,0,0,0,1,0,3
529.315,-81.618,0,0,0,0,1,0,3
529.334,-77.085,0,0,0,0,1,0,3
529.131,-72.515,0,0,0,0,1,0,3
529.101,-68.648,0,0,0,0,1,0,3
529.094,-68.625,0,0,0,0,1,0,3
529.043,-68.559,0,0,0,0,1,0,3
524.906,-68.592,0,0,0,0,1,0,3
520.325,-68.951,0,0,0,0,1,0,3
515.701,-68.919,0,0,0,0,1,0,3
511.126,-69.053,0,0,0,0,1,0,3
506.609,-69.495,0,0,0,0,1,0,3
504.365,-72.904,0,0,0,0,1,0,3
503.325,-76.104,0,0,0,0,1,0,3
503.326,-76.101,0,0,0,0,1,0,3
503.318,-76.113,0,0,0,0,1,0,3
503.322,-76.146,0,0,0,0,1,0,3
503.315,-76.269,0,0,0,0,1,0,3
502.123,-80.458,0,0,0,0,1,0,3
501.718,-82.612,0,0,0,0,1,0,3
501.632,-82.744,0,0,0,0,1,0,3
499.795,-83.192,0,0,0,0,1,0,3
497.164,-82.800,0,0,0,0,1,0,3
496.224,-82.786,0,0,0,0,1,0,3
494.615,-82.827,0,0,0,0,1,0,3
493.878,-83.124,0,0,0,0,1,0,3
492.102,-83.215,0,0,0,0,1,0,3
489.357,-82.960,0,0,0,0,1,0,3
488.375,-83.545,0,0,0,0,1,0,3
487.984,-83.818,0,0,0,0,1,0,3
487.976,-83.830,0,0,0,0,1,0,3
487.992,-83.795,0,0,0,0,1,0,3
488.008,-83.772,0,0,0,0,1,0,3
488.061,-83.747,0,0,0,0,1,0,3
487.994,-83.743,0,0,0,0,1,0,3
487.197,-84.044,0,0,0,0,1,0,3
486.346,-83.186,0,0,0,0,1,0,3
485.642,-83.420,0,0,0,0,1,0,3
485.731,-84.215,0,0,0,0,1,0,3
485.809,-83.962,0,0,0,0,1,0,3
482.294,-81.219,0,0,0,0,1,0,3
482.360,-81.178,0,0,0,0,1,0,3
482.231,-81.261,0,0,0,0,1,0,3
482.488,-82.910,0,0,0,0,1,0,3
480.005,-83.936,0,0,0,0,1,0,3
478.913,-84.049,0,0,0,0,1,0,3
479.147,-83.979,0,0,0,0,1,0,3
478.892,-83.904,0,0,0,0,1,0,3
475.657,-84.553,0,0,0,0,1,0,3
475.539,-84.881,0,0,0,0,1,0,3
475.261,-88.866,0,0,0,0,1,0,3
475.345,-88.884,0,0,0,0,1,0,3
474.576,-89.947,0,0,0,0,1,0,3
473.518,-91.193,0,0,0,0,1,0,3
476.340,-93.990,0,0,0,0,1,0,3
471.505,-91.127,0,0,0,0,1,0,3
471.102,-91.552,0,0,0,0,1,0,3
471.105,-91.575,0,0,0,0,1,0,3
463.607,-91.659,0,0,0,0,1,0,3
459.181,-91.210,0,0,0,0,1,0,3
457.975,-90.976,0,0,0,0,1,0,3
453.487,-90.500,0,0,0,0,1,0,3
453.396,-90.476,0,0,0,0,1,0,3
452.651,-85.621,0,0,0,0,1,0,3
451.220,-84.958,0,0,0,0,1,0,3
451.105,-85.077,0,0,0,0,1,0,3
451.127,-85.166,0,0,0,0,1,0,3
450.042,-85.808,0,0,0,0,1,0,3
448.472,-90.049,0,0,0,0,1,0,3
446.265,-91.536,0,0,0,0,1,0,3
446.005,-94.841,0,0,0,0,1,0,3
445.662,-97.517,0,0,0,0,1,0,3
445.430,-97.759,0,0,0,0,1,0,3
446.367,-99.967,0,0,0,0,1,0,3
445.254,-101.239,0,0,0,0,1,0,3
440.139,-89.035,0,0,0,0,1,0,3
438.889,-87.027,0,0,0,0,1,0,3
438.292,-86.159,0,0,0,0,1,0,3
438.293,-86.156,0,0,0,0,1,0,3
439.574,-84.429,0,0,0,0,1,0,3
439.604,-84.993,0,0,0,0,1,0,3
438.971,-83.358,0,0,0,0,1,0,3
439.111,-80.904,0,0,0,0,1,0,3
439.013,-78.832,0,0,0,0,1,0,3
439.243,-79.147,0,0,0,0,1,0,3
439.221,-79.156,0,0,0,0,1,0,3
426.464,-98.051,0,0,0,0,1,0,3
424.849,-97.791,0,0,0,0,1,0,3
424.639,-97.722,0,0,0,0,1,0,3
423.897,-97.730,0,0,0,0,1,0,3
423.023,-97.718,0,0,0,0,1,0,3
421.916,-97.677,0,0,0,0,1,0,3
420.918,-97.543,0,0,0,0,1,0,3
419.973,-97.643,0,0,0,0,1,0,3
418.109,-97.817,0,0,0,0,1,0,3
417.614,-97.854,0,0,0,0,1,0,3
417.596,-97.845,0,0,0,0,1,0,3
417.570,-97.857,0,0,0,0,1,0,3
417.586,-97.834,0,0,0,0,1,0,3
417.551,-97.858,0,0,0,0,1,0,3
417.560,-97.857,0,0,0,0,1,0,3
417.450,-97.802,0,0,0,0,1,0,3
414.030,-98.816,0,0,0,0,1,0,3
408.426,-100.486,0,0,0,0,1,0,3
403.789,-101.988,0,0,0,0,1,0,3
397.098,-104.101,0,0,0,0,1,0,3
388.573,-104.062,0,0,0,0,1,0,3
383.634,-103.689,0,0,0,0,1,0,3
381.716,-103.769,0,0,0,0,1,0,3
381.725,-103.757,0,0,0,0,1,0,3
381.713,-103.747,0,0,0,0,1,0,3
377.382,-104.080,0,0,0,0,1,0,3
372.865,-104.119,0,0,0,0,1,0,3
368.379,-103.407,0,0,0,0,1,0,3
363.762,-103.394,0,0,0,0,1,0,3
356.678,-103.207,0,0,0,0,1,0,3
348.103,-103.163,0,0,0,0,1,0,3
339.592,-103.454,0,0,0,0,1,0,3
331.214,-102.935,0,0,0,0,1,0,3
322.742,-102.975,0,0,0,0,1,0,3
314.254,-103.139,0,0,0,0,1,0,3
306.417,-103.299,0,0,0,0,1,0,3
304.221,-103.319,0,0,0,0,1,0,3
304.232,-103.340,0,0,0,0,1,0,3
304.039,-103.301,0,0,0,0,1,0,3
300.987,-103.130,0,0,0,0,1,0,3
296.715,-103.341,0,0,0,0,1,0,3
292.031,-103.257,0,0,0,0,1,0,3
283.802,-102.817,0,0,0,0,1,0,3
275.416,-102.707,0,0,0,0,1,0,3
267.392,-102.456,0,0,0,0,1,0,3
259.080,-102.702,0,0,0,0,1,0,3
250.589,-102.527,0,0,0,0,1,0,3
242.038,-102.280,0,0,0,0,1,0,3
240.568,-102.340,0,0,0,0,1,0,3
236.688,-102.163,0,0,0,0,1,0,3
230.015,-102.208,0,0,0,0,1,0,3
221.481,-102.583,0,0,0,0,1,0,3
213.936,-101.923,0,0,0,0,1,0,3
210.291,-101.083,0,0,0,0,1,0,3
209.888,-100.208,0,0,0,0,1,0,3
209.913,-95.621,0,0,0,0,1,0,3
209.563,-88.141,0,0,0,0,1,0,3
210.577,-79.848,0,0,0,0,1,0,3
209.876,-71.402,0,0,0,0,1,0,3
209.941,-62.900,0,0,0,0,1,0,3
209.895,-54.442,0,0,0,0,1,0,3
209.676,-45.990,0,0,0,0,1,0,3
209.852,-37.959,0,0,0,0,1,0,3
209.687,-33.426,0,0,0,0,1,0,3
209.593,-30.749,0,0,0,0,1,0,3
209.575,-29.979,0,0,0,0,1,0,3
209.014,-29.301,0,0,0,0,1,0,3
209.147,-28.403,0,0,0,0,1,0,3
209.150,-28.436,0,0,0,0,1,0,3
209.157,-28.325,0,0,0,0,1,0,3
209.183,-27.480,0,0,0,0,1,0,3
209.488,-24.172,0,0,0,0,1,0,3
209.478,-24.138,0,0,0,0,1,0,3
209.478,-24.138,0,0,0,0,1,0,3
209.477,-24.126,0,0,0,0,1,0,3
209.486,-24.127,0,0,0,0,1,0,3
209.486,-24.116,0,0,0,0,1,0,3
209.486,-24.115,0,0,0,0,1,0,3
209.486,-24.105,0,0,0,0,1,0,3
209.562,-21.853,0,0,0,0,1,0,3
209.702,-20.944,0,0,0,0,1,0,3
209.266,-20.867,0,0,0,0,1,0,3
209.131,-20.854,0,0,0,0,1,0,3
209.103,-20.822,0,0,0,0,1,0,3
209.087,-20.736,0,0,0,0,1,0,3
209.111,-20.723,0,0,0,0,1,0,3
209.109,-20.667,0,0,0,0,1,0,3
209.109,-20.654,0,0,0,0,1,0,3
209.108,-20.634,0,0,0,0,1,0,3
209.104,-20.578,0,0,0,0,1,0,3
209.105,-20.587,0,0,0,0,1,0,3
